2023-02-09,0,243
2023-01-13,0,244
2022-08-15,0,245
2022-06-20,0,246
2021-08-22,0,247
2023-03-26,0,248
2022-08-04,0,249
2022-03-09,0,250
2022-03-29,0,251
2023-01-15,0,252
2023-04-02,0,253
2023-04-07,0,254
2023-01-28,0,255
2022-08-08,0,256
2023-01-24,0,257
2022-07-11,0,258
2023-01-05,0,259
2021-09-22,0,260
2021-12-18,0,261
2022-09-18,0,262
2023-03-18,0,263
2022-06-06,0,264
2022-06-22,0,265
2021-07-25,0,266
2022-02-16,0,267
2021-08-24,0,268
2022-02-10,0,269
2021-08-01,0,270
2022-03-09,0,271
2021-11-24,0,272
2021-08-12,0,273
2023-04-08,0,274
2022-12-20,0,275
2022-09-11,0,276
2021-09-15,0,277
2023-01-03,0,278
2023-01-03,0,279
2022-01-31,0,280
2022-05-26,0,281
2022-11-15,0,282
2021-09-10,0,283
2021-08-09,0,284
2022-04-22,0,285
2022-02-27,0,286
2021-10-09,0,287
2021-10-01,0,288
2021-10-16,0,289
2022-06-03,0,290
2021-07-10,0,291
2022-12-30,0,292
2021-11-14,0,293
2022-08-15,0,294
2023-02-20,0,295
2022-06-02,0,296
2023-03-07,0,297
2022-10-19,0,298
2021-07-03,0,299
2023-04-08,0,300
2022-03-08,0,301
2021-10-23,0,302
2022-09-11,0,303
2022-04-11,0,304
2022-02-15,0,305
2022-11-10,0,306
2023-01-29,0,307
2023-02-03,0,308
2022-03-16,0,309
2022-09-15,0,310
2022-06-12,0,311
2021-09-07,0,312
2022-10-11,0,313
2022-04-13,0,314
2022-02-26,0,315
2022-01-05,0,316
2021-10-26,0,317
2021-12-23,0,318
2022-05-15,0,319
2021-11-02,0,320
2022-07-14,0,321
2022-09-20,0,322
2023-01-24,0,323
2021-11-13,0,324
2022-02-17,0,325
2022-07-05,0,326
2021-07-24,0,327
2021-11-21,0,328
2022-06-28,0,329
2022-06-02,0,330
2022-04-05,0,331
2022-02-25,0,332
2022-03-23,0,333
2022-01-15,0,334
2022-09-17,0,335
2021-09-20,0,336
2022-07-28,0,337
2021-08-23,0,338
2022-07-08,0,339
2022-10-15,0,340
2022-06-29,0,341
2022-12-09,0,342
2022-08-25,0,343
2021-10-28,0,344
2022-01-29,0,345
2023-04-27,0,346
2022-08-24,0,347
2022-02-11,0,348
2022-07-29,0,349
2022-10-30,0,350
2021-10-29,0,351
2021-06-28,0,352
2022-12-18,0,353
2023-01-19,0,354
2021-11-06,0,355
2022-02-23,0,356
2022-01-27,0,357
2023-04-05,0,358
2022-05-17,0,359
2023-04-03,0,360
2021-11-09,0,361
2021-10-17,0,362
2022-02-12,0,363
2022-10-14,0,364
2022-04-11,0,365
2022-10-02,0,366
2021-12-19,0,367
2021-10-06,0,368
2021-10-10,0,369
2022-09-09,0,370
2023-02-27,0,371
2021-12-08,0,372
2022-08-18,0,373
2021-09-12,0,374
2022-04-13,0,375
2022-05-20,0,376
2022-01-12,0,377
2022-08-26,0,378
2021-11-18,0,379
2022-03-14,0,380
2023-04-04,0,381
2023-01-29,0,382
2022-08-14,0,383
2021-09-19,0,384
2022-12-08,0,385
2021-10-24,0,386
2021-09-21,0,387
2022-12-17,0,388
2021-10-27,0,389
2022-01-05,0,390
2022-03-23,0,391
2022-11-24,0,392
2022-04-24,0,393
2022-12-20,0,394
2022-10-25,0,395
2021-10-14,0,396
2022-09-01,0,397
2022-12-23,0,398
2022-10-09,0,399
2021-12-12,0,400
